-1 .00721383 
0 212.506142664
1 119.890259332
2 108.153799999
3 234.662587331
4 176.982521998
5 115.672651332
6 106.490350665
7 144.757951332
8 35.257460666
9 142.115140664
10 176.723685330
11 218.374553331
12 120.091277332
13 139.187586664
14 272.400686662
15 330.491113997
16 113.937542665
17 114.833551332
18 328.313795997
19 66.790694666
20 174.495905332
21 207.665483997
22 178.283892665
23 149.523622666
24 187.895815998
25 233.416005999
26 353.360904664
27 249.486291331
28 134.602308666
29 256.033564664
30 106.682777332
31 111.573813332
32 108.283340666
33 135.144386665
34 201.920431331
35 139.289666664
36 259.138359330
37 212.742125330
38 172.774231997
39 171.869794665
-1 .01442766 
0 210.256229997
1 73.745161332
2 239.232745999
3 183.411046665
4 244.279989996
5 247.349366664
6 49.535463999
7 72.591797332
8 140.254437332
9 173.335011999
10 211.672552665
11 216.857578665
12 234.268865997
13 205.319235998
14 143.031751331
15 209.960939997
16 141.896185998
17 137.661061331
18 239.987451331
19 116.852769332
20 241.724514665
21 250.743032665
22 191.219081999
23 182.896296665
24 176.640950664
25 266.723197331
26 300.257157999
27 106.841941332
28 138.967596665
29 172.778374665
30 75.458686665
31 238.321693331
32 140.271617998
33 277.165339997
34 138.739015999
35 221.135618664
36 106.948973999
37 71.457529333
38 139.551299331
39 181.996299997
-1 .02164149 
0 171.471413998
2 118.171677999
3 108.510543332
4 105.044742665
5 182.870579332
6 202.952941332
7 214.692136665
8 142.114591999
9 76.231149999
10 212.015784664
11 137.865799998
12 179.057397332
13 255.177815331
14 209.072799997
15 104.076033999
16 181.530343332
17 273.081391330
18 101.574739332
19 211.258408664
20 322.610211996
21 316.962857997
22 209.112430665
23 172.034246665
24 212.373427331
25 216.764545330
26 316.767499328
27 357.887355327
28 172.637477998
29 147.109470666
30 143.104375999
31 76.301062665
32 136.077053332
33 203.329801999
34 248.867892664
35 39.588868666
36 139.577600665
37 113.201826665
38 176.979170665
39 76.112419331
-1 .02885532 
0 175.601006665
1 103.364363332
2 253.564438663
3 107.606259332
4 255.506467330
5 272.152437331
6 140.480969998
7 176.500122666
8 104.365884000
9 149.502331999
10 140.077269998
11 144.873899999
12 203.960619998
13 67.502471999
14 334.688631997
15 210.088846665
16 342.566271330
17 202.644995998
18 171.625008665
19 173.371483331
20 179.892446664
21 103.207005332
22 79.853383998
23 176.666938665
24 183.868915998
25 264.792970664
26 139.212189999
27 323.006137995
28 168.181135998
29 172.238568665
30 171.781331331
31 179.347359998
32 104.011501331
33 77.071111998
34 102.570769999
35 184.235137331
36 179.357573330
37 214.465376664
38 137.416516666
39 174.279913331
-1 .03606915 
0 45.021277332
1 74.541765999
2 246.699611997
3 113.867126665
4 210.928157330
5 72.000103333
6 134.534372665
7 36.197755333
8 207.488189330
9 221.519042662
10 143.059976665
11 221.092672665
12 68.571992666
13 171.230772665
14 216.101822664
15 222.211305331
16 241.694459997
17 370.322389996
18 247.217521997
19 106.417319331
20 86.871899997
21 140.771296666
22 192.873613997
23 138.181083331
24 103.579725331
25 287.137629997
26 185.980090664
27 251.440622664
28 173.694734665
29 216.298877331
30 172.554188665
31 135.135533998
32 104.707661332
33 137.278904665
34 212.429434665
35 206.530029998
36 137.066272000
37 143.219447999
38 104.347093999
39 151.658813999
