100 632349.78139 .49853 79.61644 75.90732 601.58641 .000136166
200 640430.62895 .53988 80.23369 70.78291 604.68503 .000135055
300 634966.58807 .52295 79.34199 75.91697 602.14255 .000135697
400 634849.06718 .52284 78.62036 66.77520 604.62542 .000136366
500 632280.42601 .55826 79.27440 68.99938 602.49935 .000136421
