-1 20 
0 211.816975998
1 71.226986000
2 70.883743333
3 171.292395998
4 104.857143999
5 281.331326665
6 141.769203333
7 103.896829332
8 142.158151332
9 122.034342665
10 67.824614666
11 70.754771333
12 112.303735332
13 173.143292666
14 111.614507999
15 175.212312664
16 66.558134666
17 140.555808665
18 140.796889998
19 103.521640665
-1 40 
0 33.396861333
1 41.203190666
2 33.260760000
3 70.880492666
4 142.324171999
5 146.015875999
6 33.260252000
7 141.500407333
8 70.294493333
9 137.160815331
10 103.660967332
12 33.895700000
13 104.283119999
14 37.281953333
15 218.659912664
16 67.046468666
17 103.987133999
18 103.193066665
19 36.075188666
20 73.423041999
21 66.596228666
22 2.932600000
23 69.403698000
24 71.240632666
25 53.941986666
27 67.471122666
28 67.436785333
29 37.426650000
30 33.427786000
31 66.992652666
32 66.695913333
33 40.035588666
34 66.661493999
35 107.561026665
36 69.584012666
37 137.734555999
38 133.318869999
39 171.497207998
-1 60 
0 69.088691333
1 36.431893999
2 40.119422665
4 33.282339333
5 33.349491333
6 33.624814666
7 33.305602666
8 40.088538000
9 3.018661333
10 71.798884666
11 39.297427999
14 33.382978000
15 104.144575998
16 66.946565999
17 67.481629999
18 66.632585333
19 3.039538666
20 100.762156666
21 33.272269333
22 106.913863331
23 107.023815332
25 37.602992666
26 66.935820666
29 100.465592666
30 33.407165333
32 109.358002665
33 71.001209332
34 33.322212666
35 36.453210666
37 33.285752666
38 66.925279999
40 33.271158666
41 33.278314000
42 3.272579333
45 33.499759333
47 71.302662666
48 72.487105333
49 36.364395999
50 39.570531332
51 40.249911333
52 70.701343332
54 2.974115333
56 76.779387332
57 69.563022666
58 35.810812666
59 42.874924000
-1 80 
1 33.270776666
3 178.133776665
4 66.942656666
5 68.631039333
7 37.771840000
9 3.220028000
11 2.893468666
12 33.413126000
14 106.814633332
15 3.185648000
16 2.201423333
17 73.840132666
19 33.347416666
20 36.288135999
22 70.853609333
24 33.875346666
25 69.463168000
26 106.954287999
27 71.245946666
28 40.134395332
30 137.549161332
31 72.330682666
33 37.231809333
34 36.342524000
35 37.295260666
36 34.739980666
37 33.316316666
39 33.311322000
40 67.760867999
41 33.435298000
42 76.555015999
43 33.260506666
44 36.574378666
45 71.913963332
46 66.584544666
48 116.238503998
50 101.411163999
52 107.269492666
53 33.669808000
56 33.688585333
57 40.316280666
58 66.739527999
60 100.177378665
63 66.606682666
64 66.834147999
65 37.953640000
66 71.118428000
67 37.429278666
69 37.575177333
70 35.985212000
72 33.741936666
74 67.174098000
75 34.542488666
76 33.259460000
77 3.278898666
79 33.374135333
-1 100 
0 39.317011999
1 33.275618000
2 68.261205999
3 33.306686666
6 36.527257332
9 67.439738666
11 72.262205999
13 35.286439333
16 35.169710000
18 67.928820666
20 67.150429333
21 36.289019333
23 70.184178000
25 76.496374666
26 33.294126000
28 34.985572666
30 34.924531333
32 39.351224000
33 33.352812666
34 33.322428666
36 3.324616000
38 36.367709333
39 70.503855333
40 33.327718000
41 70.835345999
42 33.456012000
44 37.471328666
45 73.627946666
46 3.413903333
48 70.656542666
50 37.175589333
51 36.215169333
52 67.392137999
54 33.257576000
55 36.533706666
56 33.255568000
57 99.934679999
59 37.617242666
60 35.560721333
62 33.517527333
63 68.041042666
64 33.293147333
65 70.346622000
67 37.116898666
69 140.988117999
70 40.225173333
71 104.343383332
72 33.262123333
73 67.721257333
74 100.835634666
75 33.284580000
76 34.231703333
81 110.366753333
83 33.259900000
85 36.926778000
86 33.283481333
87 66.690624666
88 38.114575333
89 33.405330000
92 33.277710666
93 34.662632000
94 33.378311333
96 36.400097333
97 34.471242000
98 33.325449333
