0 39.317011999
1 33.275618000
2 68.261205999
3 33.306686666
6 36.527257332
9 67.439738666
11 72.262205999
13 35.286439333
16 35.169710000
18 67.928820666
20 67.150429333
21 36.289019333
23 70.184178000
25 76.496374666
26 33.294126000
28 34.985572666
30 34.924531333
32 39.351224000
33 33.352812666
34 33.322428666
36 3.324616000
38 36.367709333
39 70.503855333
40 33.327718000
41 70.835345999
42 33.456012000
44 37.471328666
45 73.627946666
46 3.413903333
48 70.656542666
50 37.175589333
51 36.215169333
52 67.392137999
54 33.257576000
55 36.533706666
56 33.255568000
57 99.934679999
59 37.617242666
60 35.560721333
62 33.517527333
63 68.041042666
64 33.293147333
65 70.346622000
67 37.116898666
69 140.988117999
70 40.225173333
71 104.343383332
72 33.262123333
73 67.721257333
74 100.835634666
75 33.284580000
76 34.231703333
81 110.366753333
83 33.259900000
85 36.926778000
86 33.283481333
87 66.690624666
88 38.114575333
89 33.405330000
92 33.277710666
93 34.662632000
94 33.378311333
96 36.400097333
97 34.471242000
98 33.325449333
