10 649431.73731 .49412 85.42320 55.48589 597.32600 .000131505
20 607016.14601 .60284 82.74194 109.03226 597.47700 .000140681
30 630488.14998 .58127 78.14761 54.55861 600.68600 .000136148
40 648813.31328 .55700 74.86631 55.88235 603.42400 .000132866
50 632328.14646 .51687 76.18384 77.15877 608.42900 .000137544
