100 666931.99463 .47420 85.50075 66.81614 601.51000 .000128867
200 627935.45195 .55609 81.33536 76.02428 608.34400 .000138456
300 638810.52401 .68605 78.44828 76.86782 608.86300 .000136179
400 669229.63371 .57994 79.72028 49.23077 606.11400 .000129450
500 657789.52361 .58958 80.97983 69.59654 612.01400 .000133079
