100 10208591.26573 .05529 88.47216 2.53220
200 11338963.37849 .06244 88.06612 2.51107
300 12176784.12658 .06389 88.59851 2.33051
400 11248441.04139 .06246 87.38330 2.79651
500 13151430.73374 .06121 89.54544 1.87579
