10 5356157.63439 .06675 92.74814 .78713
20 8525887.31843 .05925 91.09505 1.55135
30 10588663.67134 .05397 88.84422 2.45825
40 12520964.08496 .04747 88.64165 3.47884
50 14087906.85501 .04593 87.99698 3.65365
