20 660682.21876 .43658 87.41215 6.56753 299.13946 .000064877
40 641493.39006 .45489 85.53848 65.22287 594.87687 .000132844
60 596293.28384 .34837 89.30476 246.99725 892.53722 .000215210
80 566411.49539 .45533 85.02422 588.34565 1177.78100 .000330531
100 603229.28788 .49089 86.00128 962.44191 1485.99988 .000353338
