100 623170.63580 .71237 73.75691 64.77901 591.14100 .000135523
200 626955.69233 .71305 69.34023 71.66882 601.51300 .000137136
300 664551.52400 .62338 78.79213 89.88764 598.39700 .000128801
400 637707.20569 .57130 78.71720 48.54227 600.95400 .000134738
500 565158.15989 .65787 75.31056 70.65217 601.48400 .000152111
