20 678953.57729 .29604 90.51447 8.52090 297.17200 .000062557
40 648447.90671 .51221 79.44200 44.93392 603.34900 .000133136
60 560485.09449 .30517 86.82746 261.22449 900.82000 .000229726
80 646281.84158 .39942 84.37500 444.68750 1149.80900 .000254194
100 606190.62914 .33055 90.84381 931.95691 1486.00200 .000350208
