100 10024453.98709 .05667 88.41855 2.72124
200 11809250.45988 .05998 88.21097 2.92168
300 12321874.72653 .06210 88.15175 2.47406
400 12761203.80110 .06283 88.92152 2.31996
500 13050668.25356 .06251 88.89745 2.92892
