20 5669545.68278 .06420 93.63072 .42409
40 3304153.61203 .08305 87.91455 .02272
60 2246303.67118 .08836 85.12787 0
80 2037401.70451 .08609 87.83596 0
100 1762069.25952 .08066 91.16258 0
