10 5387796.72678 .06631 92.42130 .54837
20 7975075.00681 .06392 89.90855 2.11138
30 11187890.12594 .05250 89.87490 2.66067
40 13014089.12098 .04816 89.17970 3.45873
50 13873467.13214 .04612 87.95898 3.74736
