0 522.409405999
1 1031.514415333
2 544.194612666
3 260.446014000
4 675.080555332
5 1050.305814666
6 233.040884000
7 685.021664000
8 1217.178485997
9 445.919815333
10 686.324917333
11 222.136784666
12 228.415804666
13 938.686024665
14 449.540243333
15 222.001643333
16 465.980700666
17 1138.809033332
18 446.461908666
20 1184.293747331
21 1422.406435997
24 1244.750096664
26 685.519087333
27 233.288470000
28 227.032101333
29 506.705485999
30 721.695317332
31 447.576560666
33 1242.859683997
34 455.635392666
35 673.047468000
36 451.806966666
37 231.242148000
38 910.078736665
39 227.091590000
40 721.663028666
41 233.720995333
42 472.784091333
43 686.003679333
44 222.393294000
45 766.513731332
46 704.191876665
47 1286.892505998
48 263.524642000
50 291.047491333
52 731.218269332
53 746.303027999
54 468.199662666
55 239.006285333
56 233.249229333
57 1153.407221331
58 925.391785332
59 478.230605999
